Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,195,150,40,90,15,50,60,*,25,45,,90,90,65,67,59,99,100,*,5,*
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,115,90,25,50,10,25,30,5,15,25,,50,50,65,60,65,96,100,*,5,*
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,85,15,40,*,20,25,5,10,15,,35,40,49,61,46,97,100,*,10,*
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,3355,2805,665,1860,160,895,1235,105,505,835,,1830,1860,53,66,49,98,100,180,275,65
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,1595,1265,330,735,80,355,490,35,200,330,,720,735,54,67,50,98,100,65,100,65
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,30,20,5,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 1 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,4980,4090,1005,2600,240,1250,1730,140,710,1170,,2555,2600,53,66,49,98,100,245,375,65
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1835,1175,330,480,15,235,355,20,100,230,,435,480,50,74,49,91,100,10,75,11
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,60,40,15,20,*,10,15,*,5,10,,15,20,53,68,47,79,100,*,5,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,35,15,5,15,*,5,10,*,*,5,,10,15,50,69,50,92,100,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Female,NULL,1855,1175,340,560,20,240,405,25,125,235,,505,560,45,72,44,90,100,10,95,9
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Male,NULL,935,555,175,205,*,105,155,10,40,100,,190,205,51,75,49,92,100,*,30,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Total,Total,NULL,2790,1730,510,770,25,345,560,35,165,335,,695,765,47,73,45,90,100,10,125,9
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3735,2790,1050,1415,45,915,1140,40,225,895,,1380,1415,67,80,65,97,100,150,215,69
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,220,180,90,70,*,50,55,*,15,45,,70,70,75,76,68,100,100,*,5,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,160,140,75,35,*,20,25,*,10,20,,35,35,69,67,63,94,97,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,3705,2755,1040,1375,35,855,1095,45,230,830,,1340,1375,64,79,62,97,100,155,225,69
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,1635,1180,515,535,20,330,415,15,100,320,,525,535,64,77,62,98,100,75,95,75
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,5350,3940,1555,1910,55,1190,1510,60,330,1155,,1865,1910,64,79,62,98,100,225,320,71
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2165,1700,415,1165,50,550,800,55,275,520,,1050,1160,49,69,47,90,100,165,190,86
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,160,125,45,75,10,40,55,*,15,35,,70,75,61,72,54,93,100,10,15,92
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,65,45,20,25,5,15,15,*,5,10,,25,25,72,70,67,100,100,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,20,15,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,2150,1705,395,1205,55,565,835,60,280,540,,1085,1200,49,69,47,90,100,180,210,85
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,950,675,200,465,35,205,295,20,135,185,,420,465,48,63,43,91,100,70,80,83
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,10,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,3115,2390,600,1680,90,775,1135,85,420,725,,1510,1675,49,68,46,90,100,250,295,84
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,1760,1555,395,855,30,445,610,30,190,440,,810,850,54,71,53,95,100,90,155,59
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,110,105,25,55,*,35,40,*,10,35,,55,55,64,76,64,98,98,*,10,*
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,55,55,20,25,5,10,15,*,10,10,,20,25,55,60,50,88,100,*,*,*
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,Under 18,NULL,90,75,15,10,*,5,10,*,*,5,,10,10,50,83,42,100,100,*,*,*
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Female,NULL,1665,1510,385,775,30,385,555,35,165,375,,735,770,52,72,51,95,99,90,140,63
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Male,NULL,910,770,220,410,15,200,280,15,105,200,,395,410,51,68,51,96,100,45,80,60
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Total,Total,NULL,2580,2290,610,1185,45,585,835,50,275,575,,1130,1180,51,71,51,95,100,135,220,62
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3010,1680,400,1115,65,505,670,80,355,450,,950,1110,48,60,43,86,100,55,70,83
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,170,105,15,65,5,35,40,*,20,35,,60,65,61,63,57,88,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,35,10,25,5,15,15,*,10,10,,20,25,70,60,60,76,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,130,60,15,20,*,10,15,*,*,5,,20,20,38,62,33,95,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Female,NULL,2690,1550,385,1015,55,445,620,70,325,405,,870,1015,46,61,42,85,100,55,70,81
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Male,NULL,1555,740,175,465,30,240,295,35,130,215,,395,460,55,64,49,85,100,25,30,77
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Total,Total,NULL,4290,2315,565,1485,80,685,920,105,455,620,,1270,1485,49,62,44,85,100,80,100,80
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1240,495,135,360,20,185,255,10,80,180,,200,340,55,72,53,55,94,30,40,73
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,70,20,5,20,*,10,15,*,*,10,,10,15,59,68,59,63,89,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,35,10,*,5,*,*,5,*,*,*,,5,5,*,71,*,86,86,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,20,5,15,*,*,5,*,10,*,,5,15,*,44,*,38,94,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Female,NULL,1185,500,130,360,15,170,260,10,75,165,,205,345,49,72,48,57,95,30,40,71
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Male,NULL,625,195,80,135,10,70,95,*,35,65,,65,130,56,70,53,47,93,15,15,81
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,20,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Total,Total,NULL,1835,700,210,500,25,240,355,15,115,235,,270,475,51,71,49,54,94,40,55,74
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2795,980,495,535,35,275,380,30,120,265,,465,530,55,71,53,86,99,70,80,90
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,135,70,30,45,5,30,35,*,5,30,,35,45,76,79,76,81,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,15,5,10,*,10,5,*,*,5,,5,10,89,70,67,50,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,110,40,30,25,*,15,20,*,5,10,,20,25,57,79,52,79,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,2280,945,440,520,30,260,360,30,120,250,,445,515,53,70,51,86,100,70,80,88
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,1090,370,225,230,15,120,170,10,45,115,,195,225,57,74,55,86,98,35,40,89
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,450,45,40,10,*,*,5,*,*,*,,10,10,*,70,*,90,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,3835,1370,710,760,45,385,540,40,170,370,,650,755,54,71,52,86,99,105,120,88
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,1295,810,415,320,10,150,210,25,75,145,,290,310,50,66,48,92,97,15,40,40
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,55,25,15,25,*,15,20,*,*,15,,20,25,76,83,71,96,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,25,10,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,Under 18,NULL,40,20,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Female,NULL,1180,795,390,305,10,150,195,20,80,145,,280,295,51,65,49,92,97,15,45,33
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Male,NULL,605,340,195,135,5,65,95,15,30,65,,125,135,51,70,51,91,97,15,20,68
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Total,Total,NULL,1800,1140,590,440,15,215,295,35,105,210,,405,430,51,66,50,92,97,25,60,44
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3125,1770,850,730,50,270,430,60,215,250,,600,725,40,59,37,82,100,20,20,90
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,95,45,25,30,*,15,20,*,5,15,,25,30,56,75,56,93,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,45,15,10,5,*,*,*,*,*,*,,*,5,*,*,*,*,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,55,25,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Female,NULL,2790,1595,785,655,40,250,400,55,185,230,,540,650,41,61,38,83,100,15,20,81
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Male,NULL,1440,765,360,335,25,125,190,25,110,115,,285,335,40,57,36,84,100,10,10,100
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,105,25,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Total,Total,NULL,4375,2415,1170,1000,65,380,600,80,295,350,,835,995,41,60,37,83,100,25,30,86
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2105,780,365,300,20,140,205,15,70,130,,255,300,50,68,46,85,99,25,40,63
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,50,30,15,*,5,10,*,5,5,,15,15,50,56,50,94,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,10,10,5,*,*,*,*,5,*,,5,5,*,*,*,86,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,Under 18,NULL,135,40,20,10,*,5,10,*,*,5,,5,10,50,75,50,50,100,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Female,NULL,2065,755,355,295,15,130,190,20,80,125,,240,295,47,64,44,81,100,20,35,67
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Male,NULL,910,310,155,105,5,45,70,*,25,40,,90,100,47,68,43,86,98,5,10,50
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,105,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Total,Total,NULL,3090,1070,515,400,25,175,260,25,105,165,,325,395,47,65,44,82,99,25,45,63
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1595,945,410,590,20,295,415,35,140,280,,540,590,51,70,49,91,100,60,100,62
Quarter 1 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55,45,20,35,*,20,25,*,5,20,,25,35,69,79,66,82,100,*,*,*
