Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1660,1075,500,610,25,285,420,35,150,270,,550,605,49,69,46,91,100,15,100,14
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,70,50,25,25,*,10,20,*,*,10,,25,25,52,77,52,92,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,25,15,15,*,5,10,*,5,5,,15,15,35,47,35,100,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Female,NULL,1850,1190,465,585,25,245,390,40,145,230,,530,585,44,67,42,91,100,15,100,16
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Male,NULL,870,505,270,265,10,120,185,20,60,115,,240,265,47,69,44,91,99,10,45,23
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Total,Total,NULL,2730,1700,735,850,35,365,575,60,205,345,,775,845,45,68,43,91,100,25,145,18
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3675,2550,1030,1375,40,825,1065,40,265,790,,1355,1370,62,77,59,99,100,135,180,76
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,225,175,90,80,5,50,55,*,20,45,,75,75,66,72,62,97,99,*,5,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,135,100,65,40,*,25,30,*,5,25,,40,40,70,79,65,100,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,15,5,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,3590,2445,1015,1270,35,710,960,45,255,680,,1260,1265,57,76,55,99,100,140,185,76
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,1635,1060,485,525,20,325,405,15,105,315,,515,525,64,76,62,98,99,55,70,81
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,5230,3510,1500,1795,50,1035,1365,60,365,995,,1775,1790,59,76,57,99,100,195,255,77
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2490,1830,445,1240,55,580,825,65,330,550,,1145,1240,49,66,46,93,100,210,245,87
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,175,150,35,90,10,55,70,*,15,50,,85,90,66,80,65,95,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,110,70,25,35,5,20,25,*,5,20,,30,35,63,71,63,91,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,25,15,*,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,2440,1790,425,1255,55,590,850,55,325,560,,1155,1250,49,68,47,92,100,215,245,87
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,1075,760,225,455,25,215,305,20,115,200,,420,455,50,67,46,93,100,80,95,86
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,15,10,*,5,*,*,5,*,*,*,,5,5,*,71,*,100,100,*,*,*
Quarter 3 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,3545,2570,650,1715,80,810,1160,80,440,765,,1590,1715,49,68,47,92,100,295,345,87
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,1870,1575,455,1010,40,430,595,60,340,410,,965,1005,44,59,42,96,100,125,190,66
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,125,110,35,70,10,35,50,*,15,35,,65,70,58,73,58,94,99,*,5,*
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,65,50,20,35,*,20,25,*,10,20,,35,35,62,68,59,100,100,*,5,*
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,Under 18,NULL,80,65,25,20,*,5,10,*,10,5,,20,20,30,48,25,100,100,*,5,*
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Female,NULL,1790,1505,445,910,40,375,545,50,300,355,,865,910,43,60,41,95,100,125,190,67
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Male,NULL,925,740,240,500,20,210,290,30,175,205,,485,495,44,58,43,97,100,60,90,66
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Total,Total,NULL,2730,2255,690,1410,65,585,835,80,475,565,,1350,1410,43,59,42,96,100,185,280,66
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3155,1675,400,1025,60,460,605,90,320,420,,715,990,48,59,44,70,97,45,55,85
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,140,90,20,60,*,45,45,*,15,40,,50,60,77,75,67,80,97,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,30,15,20,*,10,10,*,10,10,,15,20,56,53,56,68,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,145,65,25,20,*,5,10,*,10,5,,10,20,24,43,24,57,90,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Female,NULL,2855,1565,375,900,55,400,540,80,280,370,,625,865,47,60,43,70,96,45,50,94
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Male,NULL,1420,665,205,445,30,200,265,40,140,180,,310,425,48,59,44,69,96,15,25,74
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Total,Total,NULL,4320,2255,590,1355,85,605,805,120,425,555,,940,1305,48,60,43,69,96,60,70,87
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1300,765,185,325,35,135,190,30,95,120,,120,280,46,58,41,37,86,30,40,79
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,50,35,5,20,*,10,15,*,5,10,,15,20,56,68,50,64,91,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,30,10,5,10,*,5,5,*,*,*,,*,10,50,50,*,*,90,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,100,35,10,15,*,*,10,*,*,*,,*,10,*,69,*,*,69,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Female,NULL,1200,695,175,310,25,125,190,25,85,115,,120,260,44,61,40,39,84,25,35,77
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Male,NULL,615,340,100,130,15,55,75,10,40,50,,45,120,46,58,41,35,90,10,10,73
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Total,Total,NULL,1835,1045,275,440,40,180,265,35,125,160,,165,380,45,60,41,37,86,35,45,76
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2580,1055,535,405,20,195,270,30,105,180,,330,395,50,66,47,81,98,55,65,86
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,130,65,25,25,*,15,15,*,10,10,,20,25,61,65,52,85,96,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,25,20,10,*,*,5,*,*,*,,*,10,*,75,*,*,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,115,40,20,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,2035,935,435,385,15,185,260,30,95,175,,320,380,50,67,47,82,98,55,65,89
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,1085,435,225,160,10,75,100,10,45,70,,130,155,52,63,49,82,99,20,25,91
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,550,95,75,15,*,5,10,*,*,5,,10,15,47,71,47,71,88,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,3680,1470,740,560,30,270,370,40,145,255,,460,550,50,66,47,82,98,80,85,90
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,1265,970,615,375,20,170,245,30,90,160,,300,350,48,65,46,81,94,20,55,40
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,55,50,25,15,*,10,10,*,*,10,,10,10,75,79,75,86,86,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,20,15,5,10,*,*,5,*,*,*,,5,10,*,67,*,78,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,Under 18,NULL,50,40,25,5,*,*,*,*,*,*,,5,5,*,*,*,100,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Female,NULL,1185,915,570,335,15,145,215,25,90,135,,285,320,45,63,42,85,96,20,50,42
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Male,NULL,610,450,305,140,10,70,95,10,30,70,,105,130,53,68,52,74,92,10,20,43
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Total,Total,NULL,1805,1370,880,480,25,215,310,35,125,205,,390,450,47,65,45,82,95,30,75,42
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3220,1500,845,620,45,225,370,45,190,220,,450,615,39,60,38,73,99,25,30,90
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,115,55,35,25,*,10,10,*,10,10,,20,25,42,46,42,73,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,25,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,35,20,10,10,*,*,*,*,*,*,,5,10,*,*,*,67,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Female,NULL,2755,1330,750,525,30,200,315,35,160,195,,385,520,41,60,40,73,99,30,30,88
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Male,NULL,1450,655,365,295,25,100,165,20,100,90,,205,290,36,56,33,71,99,10,10,90
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,160,20,15,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Total,Total,NULL,4395,2020,1135,830,55,305,485,55,265,290,,600,820,39,58,38,72,99,40,45,89
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2120,1105,605,380,25,180,260,30,90,170,,215,375,51,69,48,57,99,30,45,64
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,120,80,50,25,*,15,20,*,*,15,,15,25,52,77,52,54,96,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,35,20,5,*,5,5,*,*,5,,5,5,100,83,100,83,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,Under 18,NULL,120,55,35,15,*,5,10,*,5,5,,10,15,38,63,38,56,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Female,NULL,2015,1040,585,365,20,170,255,25,85,160,,210,360,49,70,47,57,99,40,55,72
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Male,NULL,885,470,280,130,10,60,90,10,30,55,,75,130,50,70,45,59,99,5,10,55
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,65,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Total,Total,NULL,2980,1525,875,500,30,230,345,35,115,215,,290,495,49,69,46,58,99,45,65,69
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1725,810,385,515,10,250,370,35,110,240,,500,515,50,72,48,97,100,105,130,82
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,65,40,15,20,*,15,15,*,*,15,,20,20,68,77,68,95,100,5,5,100
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,30,10,5,5,*,5,5,*,*,*,,5,5,71,86,*,71,100,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,Under 18,NULL,215,155,120,15,*,5,10,*,5,5,,15,15,41,59,41,94,100,*,5,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Gender,Female,NULL,1665,835,420,455,5,215,320,30,105,205,,440,455,48,70,46,96,100,95,120,81
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Gender,Male,NULL,850,385,195,225,*,115,165,10,50,110,,220,225,51,73,49,97,100,40,50,75
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 3 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Total,Total,NULL,2530,1225,615,685,10,330,485,45,155,315,,665,685,49,71,47,97,100,135,170,79
