Quarter,STP,STPName,CCG,CCGName,Provider,ProviderName,GroupType,VariableType,VariableA,VariableB,ReferralsReceived,FirstTreatment,EndedTreatedOnce,FinishedCourseTreatment,NotCaseness,Recovery,Improvement,Deterioration,NoReliableChange,ReliableRecovery,ProbDescMeanSession,FirstTreatment6WeeksFinishedCourse,FirstTreatment18WeeksFinishedCourse,RecoveryRate,ImprovementRate,ReliableRecoveryRate,FirstTreatment6WeeksFinishedCourseRate,FirstTreatment18WeeksFinishedCourseRate,CountAppropriatePairedADSM,CountADSMFinishedTreatment,PercentageAppropriatePairedADSM
Quarter 2 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,65,15,30,*,10,15,*,10,10,,30,30,41,57,41,97,100,5,10,70
Quarter 2 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Gender,Female,NULL,3430,2545,635,2020,190,940,1345,100,545,905,,1985,2015,51,67,49,98,100,195,285,69
Quarter 2 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Gender,Male,NULL,1610,1140,375,820,95,400,545,40,225,380,,805,820,55,66,52,98,100,70,115,60
Quarter 2 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,30,20,5,15,*,*,5,*,5,*,,15,15,*,50,*,100,100,*,*,*
Quarter 2 2021/22,QNQ,FRIMLEY HEALTH & CARE (STP),D4U1Y,NHS FRIMLEY CCG,All_Provider,nan,CCG,Total,Total,NULL,5075,3715,1015,2860,285,1345,1900,145,775,1290,,2810,2860,52,66,50,98,100,265,400,67
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1800,1205,410,540,10,245,375,30,130,240,,475,540,47,70,45,88,100,10,70,11
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,90,65,25,15,*,5,10,*,5,5,,15,15,44,65,44,94,100,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,55,30,10,5,*,*,5,*,*,*,,5,5,*,86,*,100,100,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Age,Under 18,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Female,NULL,1855,1185,420,590,10,265,410,35,140,255,,515,590,45,70,44,87,100,10,100,12
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Male,NULL,895,585,220,235,5,120,175,10,50,115,,205,235,52,75,49,86,100,5,40,16
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,09D,NHS BRIGHTON AND HOVE CCG,All_Provider,nan,CCG,Total,Total,NULL,2750,1770,640,825,15,385,590,45,190,370,,720,825,47,71,45,87,100,20,140,13
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3690,2500,960,1480,40,900,1180,30,260,865,,1450,1480,63,80,60,98,100,180,235,77
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,295,215,100,85,5,55,70,*,10,55,,85,85,68,83,66,100,100,5,10,55
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,145,105,60,45,*,35,40,*,*,35,,45,45,81,91,79,98,100,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,3635,2410,970,1465,35,840,1140,35,285,805,,1435,1460,59,78,56,98,100,190,260,72
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,1640,1070,455,565,20,345,455,20,90,340,,560,565,64,80,62,99,100,80,105,76
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,70F,NHS WEST SUSSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,5285,3485,1425,2030,55,1190,1595,55,375,1140,,1995,2030,60,78,58,98,100,270,365,73
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2420,1810,430,1245,60,590,845,65,305,560,,1140,1240,50,68,47,92,100,175,210,84
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,180,145,45,85,*,55,65,*,15,55,,75,85,69,77,68,92,100,10,10,100
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,110,80,35,30,*,20,25,*,5,20,,25,30,68,72,61,84,100,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Age,Under 18,NULL,25,10,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Female,NULL,2400,1775,420,1260,50,585,860,75,300,560,,1160,1260,48,68,46,92,100,205,235,88
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Male,NULL,1020,755,210,475,30,230,320,20,120,210,,430,470,51,68,48,91,100,65,85,81
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,15,10,*,5,*,*,5,*,*,*,,5,5,*,100,*,100,100,*,*,*
Quarter 2 2021/22,QNX,SUSSEX HEALTH AND CARE PARTNERSHIP,97R,NHS EAST SUSSEX CCG,All_Provider,nan,CCG,Total,Total,NULL,3445,2555,635,1750,80,820,1190,95,425,780,,1605,1745,49,68,47,92,100,275,320,86
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,1830,1390,405,865,40,430,595,40,205,410,,820,860,52,69,50,95,100,85,145,59
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,130,115,35,60,10,25,35,5,15,25,,55,60,53,62,47,95,98,5,10,63
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,65,55,15,20,*,10,10,*,5,10,,15,20,56,58,56,89,100,*,*,*
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,90 and over,NULL,5,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Age,Under 18,NULL,65,50,15,20,*,5,10,*,10,*,,20,20,25,48,*,90,100,*,5,*
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Female,NULL,1685,1280,355,790,35,390,530,40,200,375,,745,790,52,67,50,94,100,85,145,59
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Male,NULL,970,720,215,405,20,185,265,20,105,170,,385,400,48,66,44,96,100,45,65,64
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOC,SHROPSHIRE AND TELFORD AND WREKIN STP,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",All_Provider,nan,CCG,Total,Total,NULL,2660,2005,575,1195,60,575,795,60,310,545,,1135,1190,51,67,48,95,100,130,210,61
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3250,1720,475,1160,85,515,665,125,365,460,,880,1140,48,57,43,76,99,50,65,76
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,205,115,25,75,5,40,50,10,20,35,,60,75,60,64,53,81,100,*,5,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,85,45,10,20,*,15,10,*,5,10,,15,20,89,63,56,84,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Age,Under 18,NULL,135,55,20,45,*,15,25,*,15,15,,30,40,41,60,38,72,98,*,5,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Female,NULL,2935,1530,435,1035,60,470,615,105,315,420,,790,1025,48,59,43,76,99,45,65,70
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Male,NULL,1585,810,245,500,50,235,295,60,145,210,,390,485,52,59,47,78,97,20,25,80
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00T,NHS BOLTON CCG,All_Provider,nan,CCG,Total,Total,NULL,4560,2355,685,1545,115,705,915,165,460,635,,1185,1520,49,59,44,77,99,70,95,73
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1245,565,165,350,25,165,245,15,80,160,,145,310,51,71,49,41,89,35,45,78
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,70,45,5,15,*,10,15,*,*,10,,10,15,57,87,57,67,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,30,15,*,5,*,*,*,*,*,*,,*,5,*,*,*,*,83,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Age,Under 18,NULL,95,40,15,10,*,*,5,*,*,*,,*,10,*,56,*,*,89,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Female,NULL,1135,545,150,330,20,155,235,15,80,150,,140,300,50,71,48,43,90,30,35,86
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Male,NULL,635,250,90,140,15,65,95,15,30,60,,60,125,52,68,49,42,87,15,20,75
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00V,NHS BURY CCG,All_Provider,nan,CCG,Total,Total,NULL,1790,800,240,475,35,220,330,25,115,215,,200,425,50,70,49,43,89,50,60,83
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2530,980,470,520,40,255,360,30,120,245,,430,515,53,69,51,83,99,80,85,92
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,110,45,20,35,5,20,25,*,5,20,,25,35,72,75,69,67,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,25,15,10,*,5,5,*,*,5,,5,10,67,78,67,67,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Age,Under 18,NULL,75,35,15,10,*,*,5,*,5,*,,10,10,*,42,*,83,100,*,5,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Female,NULL,1915,815,405,520,35,240,350,35,125,230,,435,515,50,68,48,84,100,80,90,92
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Male,NULL,1065,430,205,175,10,95,125,5,40,90,,145,170,58,71,55,83,97,25,25,92
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,540,75,45,15,*,5,5,*,5,5,,5,15,42,47,42,33,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,00Y,NHS OLDHAM CCG,All_Provider,nan,CCG,Total,Total,NULL,3530,1325,655,710,50,340,485,40,175,330,,585,705,52,68,49,82,99,110,115,92
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,18 to 64,NULL,1355,985,525,350,20,170,255,15,80,165,,305,340,52,72,51,87,97,20,55,33
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,65 to 74,NULL,70,50,20,15,*,10,10,*,*,10,,10,15,60,73,60,80,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,75 to 89,NULL,30,20,10,10,*,5,5,*,*,5,,10,10,71,78,71,89,89,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Age,Under 18,NULL,45,25,15,10,*,*,*,*,*,*,,5,10,*,*,*,88,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Female,NULL,1225,910,535,340,20,165,240,20,80,160,,300,330,51,70,50,88,97,20,60,33
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Male,NULL,665,480,240,125,5,60,95,5,25,55,,105,120,49,75,47,84,96,10,15,47
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,10,5,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE CCG",All_Provider,nan,CCG,Total,Total,NULL,1905,1400,780,465,25,220,335,25,105,215,,405,450,50,71,49,87,97,25,75,36
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,3155,1815,940,755,55,250,435,50,255,235,,570,755,36,58,34,75,100,30,35,89
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,125,75,45,20,*,10,10,*,5,10,,15,20,43,55,38,77,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,50,20,15,5,*,*,5,*,*,*,,*,5,*,86,*,*,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,5,5,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Age,Under 18,NULL,35,20,10,10,*,5,5,*,*,5,,5,10,63,75,63,75,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Female,NULL,2705,1640,860,680,35,230,385,35,240,215,,510,675,36,57,34,75,100,35,40,88
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Male,NULL,1500,840,430,345,30,115,205,25,110,105,,250,345,36,59,34,72,100,15,15,82
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,125,15,10,5,*,*,*,*,*,*,,5,5,*,*,*,83,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01G,NHS SALFORD CCG,All_Provider,nan,CCG,Total,Total,NULL,4360,2510,1305,1050,70,350,605,65,360,325,,775,1045,36,57,33,74,100,50,55,86
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,2210,1145,540,390,20,190,275,20,90,180,,250,390,51,71,49,63,99,40,45,84
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,135,90,45,10,*,*,5,*,*,*,,5,10,*,64,*,55,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,70,35,15,5,*,*,*,*,*,*,,*,5,*,*,*,*,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Age,Under 18,NULL,105,50,25,10,*,*,5,*,5,*,,10,10,*,50,*,100,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Female,NULL,2025,1125,535,355,20,160,250,20,85,155,,230,350,49,70,47,66,99,35,40,83
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Male,NULL,1000,485,230,150,5,70,105,5,40,65,,95,150,49,69,44,62,100,10,15,85
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Gender,Not known/Not specified/Not recorded,NULL,90,10,10,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01W,NHS STOCKPORT CCG,All_Provider,nan,CCG,Total,Total,NULL,3125,1630,775,505,25,235,355,25,125,220,,325,505,49,70,46,65,99,45,55,83
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,18 to 64,NULL,1535,815,430,515,10,225,345,30,145,205,,480,515,45,67,40,94,100,80,115,73
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,65 to 74,NULL,55,30,20,25,*,15,20,*,*,15,,25,25,56,88,56,100,100,5,5,86
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,75 to 89,NULL,30,15,10,5,*,*,5,*,*,*,,5,5,*,100,*,100,100,*,*,*
Quarter 2 2021/22,QOP,GREATER MANCHESTER HEALTH & SOCIAL CARE PARTNERSHIP,01Y,NHS TAMESIDE AND GLOSSOP CCG,All_Provider,nan,CCG,Age,90 and over,NULL,*,*,*,*,*,*,*,*,*,*,,*,*,*,*,*,*,*,*,*,*
